ra,dec,colour,line_width,angular_radius,pixel_radius,angular_width,pixel_width
344.46530375,35.1682358,A66BFF3F,1.0,,,,10.0
344.34285124999997,53.1680298,A66BFF3F,1.0,,,,10.0
351.45289375000004,53.1870041,A66BFF3F,1.0,,,,10.0
351.4656825,50.6870193,A66BFF3F,1.0,,,,10.0
355.27055708333336,50.6929131,A66BFF3F,1.0,,,,10.0
355.27607875,48.6929169,A66BFF3F,1.0,,,,10.0
4.1463675,48.6949348,A66BFF3F,1.0,,,,10.0
4.1432787499999995,46.6949348,A66BFF3F,1.0,,,,10.0
14.776077083333332,46.6757545,A66BFF3F,1.0,,,,10.0
14.7888675,48.6757393,A66BFF3F,1.0,,,,10.0
18.588407916666664,48.6632690,A66BFF3F,1.0,,,,10.0
18.605903750000003,50.6632347,A66BFF3F,1.0,,,,10.0
22.407936250000002,50.6478767,A66BFF3F,1.0,,,,10.0
26.968523749999996,50.6257439,A66BFF3F,1.0,,,,10.0
26.931439583333333,47.6258430,A66BFF3F,1.0,,,,10.0
32.62149125,47.5927505,A66BFF3F,1.0,,,,10.0
32.673801250000004,51.0925827,A66BFF3F,1.0,,,,10.0
39.885478750000004,51.0423737,A66BFF3F,1.0,,,,10.0
39.67934125,37.2931557,A66BFF3F,1.0,,,,10.0
31.871091250000003,37.3470840,A66BFF3F,1.0,,,,10.0
31.854250416666666,35.5971375,A66BFF3F,1.0,,,,10.0
22.910835,35.6453362,A66BFF3F,1.0,,,,10.0
22.89742625,33.6453705,A66BFF3F,1.0,,,,10.0
12.443063749999999,33.6818962,A66BFF3F,1.0,,,,10.0
12.41349125,24.4319324,A66BFF3F,1.0,,,,10.0
14.424064583333333,24.4266243,A66BFF3F,1.0,,,,10.0
14.414815416666666,21.6766376,A66BFF3F,1.0,,,,10.0
3.73992125,21.6951923,A66BFF3F,1.0,,,,10.0
3.7406445833333333,22.6951923,A66BFF3F,1.0,,,,10.0
2.61001625,22.6957588,A66BFF3F,1.0,,,,10.0
2.6128425,28.6957588,A66BFF3F,1.0,,,,10.0
1.6062162500000001,28.6960354,A66BFF3F,1.0,,,,10.0
1.6069770833333334,32.0293655,A66BFF3F,1.0,,,,10.0
357.82874125000006,32.0285034,A66BFF3F,1.0,,,,10.0
357.8280825,32.7785072,A66BFF3F,1.0,,,,10.0
354.0491579166667,32.7746468,A66BFF3F,1.0,,,,10.0
354.04417958333335,35.1913109,A66BFF3F,1.0,,,,10.0
141.904335,-24.5425186,A66BFF3F,1.0,,,,10.0
141.77159875,-37.2920151,A66BFF3F,1.0,,,,10.0
141.73406125,-40.2918739,A66BFF3F,1.0,,,,10.0
166.45650458333333,-40.4246216,A66BFF3F,1.0,,,,10.0
166.47936291666667,-35.6746559,A66BFF3F,1.0,,,,10.0
163.95851541666664,-35.6664963,A66BFF3F,1.0,,,,10.0
163.977885,-31.8332005,A66BFF3F,1.0,,,,10.0
160.20137874999998,-31.8185863,A66BFF3F,1.0,,,,10.0
160.21289375,-29.8186131,A66BFF3F,1.0,,,,10.0
155.18132708333334,-29.7947845,A66BFF3F,1.0,,,,10.0
155.1993375,-27.1281624,A66BFF3F,1.0,,,,10.0
147.65928291666665,-27.0835037,A66BFF3F,1.0,,,,10.0
147.67968125000002,-24.5835705,A66BFF3F,1.0,,,,10.0
209.11110875,-83.1200714,A66BFF3F,1.0,,,,10.0
276.86599791666663,-82.4582748,A66BFF3F,1.0,,,,10.0
274.19506041666665,-74.9745178,A66BFF3F,1.0,,,,10.0
273.2800770833333,-67.4800797,A66BFF3F,1.0,,,,10.0
265.77572875,-67.5711060,A66BFF3F,1.0,,,,10.0
258.2424825,-67.6610870,A66BFF3F,1.0,,,,10.0
258.47067875,-70.1597443,A66BFF3F,1.0,,,,10.0
224.16644125,-70.5115433,A66BFF3F,1.0,,,,10.0
207.46087041666667,-70.6244431,A66BFF3F,1.0,,,,10.0
207.78143375,-75.6235962,A66BFF3F,1.0,,,,10.0
309.59884625,0.4361772,A66BFF3F,1.0,,,,10.0
309.57987749999995,2.4360874,A66BFF3F,1.0,,,,10.0
314.08109708333336,2.4773185,A66BFF3F,1.0,,,,10.0
321.58347125,2.5393796,A66BFF3F,1.0,,,,10.0
323.5842704166667,2.5544112,A66BFF3F,1.0,,,,10.0
323.57874875,3.3043909,A66BFF3F,1.0,,,,10.0
326.58021875000003,3.3256676,A66BFF3F,1.0,,,,10.0
326.58708624999997,2.3256910,A66BFF3F,1.0,,,,10.0
331.58875500000005,2.3576119,A66BFF3F,1.0,,,,10.0
331.58726708333336,2.6076074,A66BFF3F,1.0,,,,10.0
342.84221708333337,2.6622071,A66BFF3F,1.0,,,,10.0
342.8497125,0.6622211,A66BFF3F,1.0,,,,10.0
342.86470375,-3.3377509,A66BFF3F,1.0,,,,10.0
359.10221125,-3.3042023,A66BFF3F,1.0,,,,10.0
359.10329875,-6.3042021,A66BFF3F,1.0,,,,10.0
359.11056458333337,-24.8042011,A66BFF3F,1.0,,,,10.0
346.68096625000004,-24.8250446,A66BFF3F,1.0,,,,10.0
329.77028875,-24.9040413,A66BFF3F,1.0,,,,10.0
329.6561625,-8.4043999,A66BFF3F,1.0,,,,10.0
321.668415,-8.4602947,A66BFF3F,1.0,,,,10.0
321.71645125000003,-14.4601107,A66BFF3F,1.0,,,,10.0
309.74390124999996,-14.5631361,A66BFF3F,1.0,,,,10.0
309.6846479166666,-8.5634165,A66BFF3F,1.0,,,,10.0
280.35020875000004,0.1154895,A66BFF3F,1.0,,,,10.0
280.3262325,2.1153460,A66BFF3F,1.0,,,,10.0
284.5764254166666,2.1659052,A66BFF3F,1.0,,,,10.0
284.525985,6.4156075,A66BFF3F,1.0,,,,10.0
281.45856875,6.3791943,A66BFF3F,1.0,,,,10.0
281.388045,12.1287737,A66BFF3F,1.0,,,,10.0
284.45626208333334,12.1651964,A66BFF3F,1.0,,,,10.0
284.37363625,18.6647091,A66BFF3F,1.0,,,,10.0
286.37549375000003,18.6882229,A66BFF3F,1.0,,,,10.0
286.40547749999996,16.3550682,A66BFF3F,1.0,,,,10.0
298.9211654166667,16.4957294,A66BFF3F,1.0,,,,10.0
298.926,16.0790844,A66BFF3F,1.0,,,,10.0
303.55899750000003,16.1275158,A66BFF3F,1.0,,,,10.0
303.636675,8.8779116,A66BFF3F,1.0,,,,10.0
306.01395625,8.9018240,A66BFF3F,1.0,,,,10.0
306.07910125,2.4021468,A66BFF3F,1.0,,,,10.0
309.57987749999995,2.4360874,A66BFF3F,1.0,,,,10.0
309.59884625,0.4361772,A66BFF3F,1.0,,,,10.0
309.6846479166666,-8.5634165,A66BFF3F,1.0,,,,10.0
301.69369625,-8.6430750,A66BFF3F,1.0,,,,10.0
301.72636958333334,-11.6762342,A66BFF3F,1.0,,,,10.0
284.74405375,-11.8664360,A66BFF3F,1.0,,,,10.0
284.6472929166667,-3.8336766,A66BFF3F,1.0,,,,10.0
280.3981875,-3.8842230,A66BFF3F,1.0,,,,10.0
249.03468125,-60.2644577,A66BFF3F,1.0,,,,10.0
248.57062375,-45.7670517,A66BFF3F,1.0,,,,10.0
269.80928375,-45.5163460,A66BFF3F,1.0,,,,10.0
272.3090175,-45.4859734,A66BFF3F,1.0,,,,10.0
272.67225291666665,-56.9837723,A66BFF3F,1.0,,,,10.0
265.16818958333334,-57.0747757,A66BFF3F,1.0,,,,10.0
265.77572875,-67.5711060,A66BFF3F,1.0,,,,10.0
258.2424825,-67.6610870,A66BFF3F,1.0,,,,10.0
255.72498291666668,-67.6905823,A66BFF3F,1.0,,,,10.0
255.5423925,-65.1916428,A66BFF3F,1.0,,,,10.0
254.2835145833333,-65.2062531,A66BFF3F,1.0,,,,10.0
254.1951375,-63.7900925,A66BFF3F,1.0,,,,10.0
251.67632125,-63.8189964,A66BFF3F,1.0,,,,10.0
251.53784708333333,-61.2364578,A66BFF3F,1.0,,,,10.0
249.08163,-61.2641945,A66BFF3F,1.0,,,,10.0
31.665247500000003,10.5143948,A66BFF3F,1.0,,,,10.0
26.65573375,10.5432396,A66BFF3F,1.0,,,,10.0
26.74467458333333,25.6263351,A66BFF3F,1.0,,,,10.0
30.51371125,25.6050701,A66BFF3F,1.0,,,,10.0
30.530616249999998,27.8550186,A66BFF3F,1.0,,,,10.0
38.07014875,27.8047638,A66BFF3F,1.0,,,,10.0
38.103193749999996,31.2213154,A66BFF3F,1.0,,,,10.0
42.62838,31.1865025,A66BFF3F,1.0,,,,10.0
52.426667916666666,31.1003609,A66BFF3F,1.0,,,,10.0
52.290622500000005,19.4343338,A66BFF3F,1.0,,,,10.0
51.03723458333333,19.4461136,A66BFF3F,1.0,,,,10.0
50.94641125,10.3632069,A66BFF3F,1.0,,,,10.0
69.48693750000001,30.9218750,A66BFF3F,1.0,,,,10.0
69.57384125,36.2547150,A66BFF3F,1.0,,,,10.0
72.45734374999999,36.2218513,A66BFF3F,1.0,,,,10.0
72.840285,52.7196465,A66BFF3F,1.0,,,,10.0
77.48476208333334,52.6655540,A66BFF3F,1.0,,,,10.0
77.60676458333333,56.1648331,A66BFF3F,1.0,,,,10.0
94.13108874999999,55.9658089,A66BFF3F,1.0,,,,10.0
94.05736625,53.9662552,A66BFF3F,1.0,,,,10.0
100.04603125,53.8938293,A66BFF3F,1.0,,,,10.0
99.91945958333335,49.8945885,A66BFF3F,1.0,,,,10.0
104.40635875,49.8410034,A66BFF3F,1.0,,,,10.0
104.26530291666667,44.3418388,A66BFF3F,1.0,,,,10.0
112.73412458333333,44.2435493,A66BFF3F,1.0,,,,10.0
112.56071875,35.2445297,A66BFF3F,1.0,,,,10.0
100.09027625,35.3905640,A66BFF3F,1.0,,,,10.0
99.96565791666667,27.8913116,A66BFF3F,1.0,,,,10.0
90.22107125000001,28.0092907,A66BFF3F,1.0,,,,10.0
90.22890291666667,28.5092430,A66BFF3F,1.0,,,,10.0
73.21247541666668,28.7124405,A66BFF3F,1.0,,,,10.0
73.23534291666668,30.2123089,A66BFF3F,1.0,,,,10.0
69.47678875,30.2552605,A66BFF3F,1.0,,,,10.0
227.78148625,7.5253930,A66BFF3F,1.0,,,,10.0
204.06384875,7.3605771,A66BFF3F,1.0,,,,10.0
204.02893041666667,14.3604937,A66BFF3F,1.0,,,,10.0
203.95387208333335,27.8603134,A66BFF3F,1.0,,,,10.0
210.7888275,27.8976517,A66BFF3F,1.0,,,,10.0
210.77085875,30.1475964,A66BFF3F,1.0,,,,10.0
211.88893375,30.1545391,A66BFF3F,1.0,,,,10.0
211.69873208333334,47.9039383,A66BFF3F,1.0,,,,10.0
211.58439124999998,54.9035759,A66BFF3F,1.0,,,,10.0
217.25124874999997,54.9422379,A66BFF3F,1.0,,,,10.0
229.59105458333335,55.0448647,A66BFF3F,1.0,,,,10.0
229.65737375,52.5451736,A66BFF3F,1.0,,,,10.0
237.08447375,52.6174774,A66BFF3F,1.0,,,,10.0
237.1245854166667,51.1176796,A66BFF3F,1.0,,,,10.0
237.36542708333334,39.6189079,A66BFF3F,1.0,,,,10.0
232.64365208333334,39.5721130,A66BFF3F,1.0,,,,10.0
232.74697791666668,32.5726128,A66BFF3F,1.0,,,,10.0
229.01591875,32.5376778,A66BFF3F,1.0,,,,10.0
229.09951625000002,25.5380573,A66BFF3F,1.0,,,,10.0
227.60549125,25.5246105,A66BFF3F,1.0,,,,10.0
65.0764125,-39.7007294,A66BFF3F,1.0,,,,10.0
64.88238625,-48.6996651,A66BFF3F,1.0,,,,10.0
68.36224791666666,-48.7384491,A66BFF3F,1.0,,,,10.0
68.42409625,-46.2387962,A66BFF3F,1.0,,,,10.0
73.40208291666666,-46.2959023,A66BFF3F,1.0,,,,10.0
73.48237041666665,-42.7963676,A66BFF3F,1.0,,,,10.0
75.97444374999999,-42.8255501,A66BFF3F,1.0,,,,10.0
76.2549375,-27.0772038,A66BFF3F,1.0,,,,10.0
73.75929625,-27.0479794,A66BFF3F,1.0,,,,10.0
71.76333125,-27.0248775,A66BFF3F,1.0,,,,10.0
71.72241875,-29.7746429,A66BFF3F,1.0,,,,10.0
69.97665125,-29.7546597,A66BFF3F,1.0,,,,10.0
69.86237541666667,-36.7540054,A66BFF3F,1.0,,,,10.0
65.12985,-36.7010231,A66BFF3F,1.0,,,,10.0
94.13108874999999,55.9658089,A66BFF3F,1.0,,,,10.0
77.60676458333333,56.1648331,A66BFF3F,1.0,,,,10.0
77.48476208333334,52.6655540,A66BFF3F,1.0,,,,10.0
72.840285,52.7196465,A66BFF3F,1.0,,,,10.0
52.313086250000005,52.9366074,A66BFF3F,1.0,,,,10.0
52.38190041666667,55.4362831,A66BFF3F,1.0,,,,10.0
49.85402249999999,55.4596519,A66BFF3F,1.0,,,,10.0
49.913496249999994,57.4593849,A66BFF3F,1.0,,,,10.0
48.90093,57.4684982,A66BFF3F,1.0,,,,10.0
49.3954575,68.4662857,A66BFF3F,1.0,,,,10.0
54.23703458333333,68.4214401,A66BFF3F,1.0,,,,10.0
55.30874875000001,77.4163132,A66BFF3F,1.0,,,,10.0
56.726209583333336,77.4025955,A66BFF3F,1.0,,,,10.0
57.53049,80.3986664,A66BFF3F,1.0,,,,10.0
80.48889458333332,80.1478500,A66BFF3F,1.0,,,,10.0
84.53611791666665,85.1239471,A66BFF3F,1.0,,,,10.0
127.953615,84.6103745,A66BFF3F,1.0,,,,10.0
130.40275041666666,86.0975418,A66BFF3F,1.0,,,,10.0
213.0229575,85.9308090,A66BFF3F,1.0,,,,10.0
216.78285624999998,79.4449844,A66BFF3F,1.0,,,,10.0
203.80918958333334,79.3629303,A66BFF3F,1.0,,,,10.0
204.15701875,76.3638153,A66BFF3F,1.0,,,,10.0
195.8206125,76.3289108,A66BFF3F,1.0,,,,10.0
174.43479625,76.3084106,A66BFF3F,1.0,,,,10.0
174.53158375,79.3083420,A66BFF3F,1.0,,,,10.0
162.81859791666668,79.3401794,A66BFF3F,1.0,,,,10.0
163.10541625000002,81.3396072,A66BFF3F,1.0,,,,10.0
142.19119500000002,81.4677658,A66BFF3F,1.0,,,,10.0
140.61547375,72.9741364,A66BFF3F,1.0,,,,10.0
123.08622875,73.1383743,A66BFF3F,1.0,,,,10.0
122.12910124999999,59.6433983,A66BFF3F,1.0,,,,10.0
107.7531975,59.8037262,A66BFF3F,1.0,,,,10.0
107.8515525,61.8031464,A66BFF3F,1.0,,,,10.0
94.40745625,61.9641266,A66BFF3F,1.0,,,,10.0
140.40425875,6.4700689,A66BFF3F,1.0,,,,10.0
122.92139125,6.6302376,A66BFF3F,1.0,,,,10.0
120.54834291666666,6.6549850,A66BFF3F,1.0,,,,10.0
120.58067249999999,9.6548138,A66BFF3F,1.0,,,,10.0
118.83248875,9.6734257,A66BFF3F,1.0,,,,10.0
118.87160541666668,13.1732168,A66BFF3F,1.0,,,,10.0
118.94754458333334,19.6728077,A66BFF3F,1.0,,,,10.0
120.07012375000001,19.6608200,A66BFF3F,1.0,,,,10.0
120.17164625,27.6602821,A66BFF3F,1.0,,,,10.0
121.91596958333335,27.6419144,A66BFF3F,1.0,,,,10.0
121.99323125000001,33.1415138,A66BFF3F,1.0,,,,10.0
140.64598500000002,32.9691162,A66BFF3F,1.0,,,,10.0
181.59450625,33.3039627,A66BFF3F,1.0,,,,10.0
181.59141624999998,44.3039627,A66BFF3F,1.0,,,,10.0
182.82643374999998,44.3043365,A66BFF3F,1.0,,,,10.0
182.8185225,52.3043365,A66BFF3F,1.0,,,,10.0
203.74239874999998,52.3598061,A66BFF3F,1.0,,,,10.0
203.79511375,47.8599281,A66BFF3F,1.0,,,,10.0
211.69873208333334,47.9039383,A66BFF3F,1.0,,,,10.0
211.88893375,30.1545391,A66BFF3F,1.0,,,,10.0
210.77085875,30.1475964,A66BFF3F,1.0,,,,10.0
210.7888275,27.8976517,A66BFF3F,1.0,,,,10.0
203.95387208333335,27.8603134,A66BFF3F,1.0,,,,10.0
200.22657458333333,27.8437748,A66BFF3F,1.0,,,,10.0
200.20774791666668,31.3437366,A66BFF3F,1.0,,,,10.0
186.55769375,31.3074341,A66BFF3F,1.0,,,,10.0
186.55426041666666,33.3074303,A66BFF3F,1.0,,,,10.0
93.215625,-11.0301533,A66BFF3F,1.0,,,,10.0
111.97339958333333,-11.2521448,A66BFF3F,1.0,,,,10.0
111.67719875,-33.2504692,A66BFF3F,1.0,,,,10.0
99.90385958333333,-33.1128159,A66BFF3F,1.0,,,,10.0
92.89906791666667,-33.0282326,A66BFF3F,1.0,,,,10.0
92.99256625,-27.2787991,A66BFF3F,1.0,,,,10.0
122.84900708333335,-0.3693900,A66BFF3F,1.0,,,,10.0
109.59966625,-0.2243290,A66BFF3F,1.0,,,,10.0
109.61691875,1.2755718,A66BFF3F,1.0,,,,10.0
106.86739625,1.3074419,A66BFF3F,1.0,,,,10.0
106.91427458333332,5.3071680,A66BFF3F,1.0,,,,10.0
106.66432208333333,5.3100886,A66BFF3F,1.0,,,,10.0
106.71787958333333,9.8097754,A66BFF3F,1.0,,,,10.0
106.7482275,12.3095980,A66BFF3F,1.0,,,,10.0
114.24100374999999,12.2238722,A66BFF3F,1.0,,,,10.0
114.2527275,13.2238064,A66BFF3F,1.0,,,,10.0
118.87160541666668,13.1732168,A66BFF3F,1.0,,,,10.0
118.83248875,9.6734257,A66BFF3F,1.0,,,,10.0
120.58067249999999,9.6548138,A66BFF3F,1.0,,,,10.0
120.54834291666666,6.6549850,A66BFF3F,1.0,,,,10.0
122.92139125,6.6302376,A66BFF3F,1.0,,,,10.0
309.6846479166666,-8.5634165,A66BFF3F,1.0,,,,10.0
301.69369625,-8.6430750,A66BFF3F,1.0,,,,10.0
301.72636958333334,-11.6762342,A66BFF3F,1.0,,,,10.0
301.9159695833333,-27.6419144,A66BFF3F,1.0,,,,10.0
306.89795541666666,-27.5913391,A66BFF3F,1.0,,,,10.0
321.83163625000003,-27.4596672,A66BFF3F,1.0,,,,10.0
321.8077754166667,-24.9597607,A66BFF3F,1.0,,,,10.0
329.77028875,-24.9040413,A66BFF3F,1.0,,,,10.0
329.6561625,-8.4043999,A66BFF3F,1.0,,,,10.0
321.668415,-8.4602947,A66BFF3F,1.0,,,,10.0
321.71645125000003,-14.4601107,A66BFF3F,1.0,,,,10.0
309.74390124999996,-14.5631361,A66BFF3F,1.0,,,,10.0
170.15592125,-57.1843452,A66BFF3F,1.0,,,,10.0
166.33725625000002,-57.1744423,A66BFF3F,1.0,,,,10.0
133.32365541666667,-56.9739723,A66BFF3F,1.0,,,,10.0
133.38017375,-54.9742203,A66BFF3F,1.0,,,,10.0
127.56711875,-54.9204712,A66BFF3F,1.0,,,,10.0
127.60929125000001,-53.4206772,A66BFF3F,1.0,,,,10.0
123.32011625000001,-53.3782196,A66BFF3F,1.0,,,,10.0
123.38112875,-51.1285286,A66BFF3F,1.0,,,,10.0
120.86169750000002,-51.1025848,A66BFF3F,1.0,,,,10.0
90.74890208333333,-50.7545471,A66BFF3F,1.0,,,,10.0
90.69370500000001,-52.5042114,A66BFF3F,1.0,,,,10.0
93.19435375,-52.5345764,A66BFF3F,1.0,,,,10.0
93.1074,-55.0340500,A66BFF3F,1.0,,,,10.0
98.11427541666666,-55.0945587,A66BFF3F,1.0,,,,10.0
97.99507791666667,-58.0938416,A66BFF3F,1.0,,,,10.0
103.01111708333333,-58.1537018,A66BFF3F,1.0,,,,10.0
102.70331375,-64.1518784,A66BFF3F,1.0,,,,10.0
136.09472708333334,-64.4990387,A66BFF3F,1.0,,,,10.0
135.24368708333333,-75.4954681,A66BFF3F,1.0,,,,10.0
169.85697291666668,-75.6840134,A66BFF3F,1.0,,,,10.0
170.08481125,-64.6842651,A66BFF3F,1.0,,,,10.0
344.34285124999997,53.1680298,A66BFF3F,1.0,,,,10.0
344.3040270833333,56.9179611,A66BFF3F,1.0,,,,10.0
344.26912375,59.7512321,A66BFF3F,1.0,,,,10.0
348.85966375000004,59.7646751,A66BFF3F,1.0,,,,10.0
348.8164904166666,63.6812897,A66BFF3F,1.0,,,,10.0
355.21757125000005,63.6928787,A66BFF3F,1.0,,,,10.0
355.19785958333335,66.6928711,A66BFF3F,1.0,,,,10.0
6.763763750000001,66.6924438,A66BFF3F,1.0,,,,10.0
6.92291375,77.6923447,A66BFF3F,1.0,,,,10.0
55.30874875000001,77.4163132,A66BFF3F,1.0,,,,10.0
54.23703458333333,68.4214401,A66BFF3F,1.0,,,,10.0
49.3954575,68.4662857,A66BFF3F,1.0,,,,10.0
48.90093,57.4684982,A66BFF3F,1.0,,,,10.0
38.762337083333335,57.5513000,A66BFF3F,1.0,,,,10.0
38.802355416666664,59.0511551,A66BFF3F,1.0,,,,10.0
30.79562541666666,59.1046104,A66BFF3F,1.0,,,,10.0
30.77362375,58.1046753,A66BFF3F,1.0,,,,10.0
27.595222500000002,58.1227188,A66BFF3F,1.0,,,,10.0
27.533641250000002,54.6228828,A66BFF3F,1.0,,,,10.0
22.45601375,54.6477699,A66BFF3F,1.0,,,,10.0
22.407936250000002,50.6478767,A66BFF3F,1.0,,,,10.0
18.605903750000003,50.6632347,A66BFF3F,1.0,,,,10.0
18.588407916666664,48.6632690,A66BFF3F,1.0,,,,10.0
14.7888675,48.6757393,A66BFF3F,1.0,,,,10.0
14.776077083333332,46.6757545,A66BFF3F,1.0,,,,10.0
4.1432787499999995,46.6949348,A66BFF3F,1.0,,,,10.0
4.1463675,48.6949348,A66BFF3F,1.0,,,,10.0
355.27607875,48.6929169,A66BFF3F,1.0,,,,10.0
355.27055708333336,50.6929131,A66BFF3F,1.0,,,,10.0
351.4656825,50.6870193,A66BFF3F,1.0,,,,10.0
351.45289375000004,53.1870041,A66BFF3F,1.0,,,,10.0
166.47936291666667,-35.6746559,A66BFF3F,1.0,,,,10.0
166.45650458333333,-40.4246216,A66BFF3F,1.0,,,,10.0
166.33725625000002,-57.1744423,A66BFF3F,1.0,,,,10.0
170.15592125,-57.1843452,A66BFF3F,1.0,,,,10.0
170.08481125,-64.6842651,A66BFF3F,1.0,,,,10.0
179.05736374999998,-64.6957855,A66BFF3F,1.0,,,,10.0
179.07076791666665,-55.6957932,A66BFF3F,1.0,,,,10.0
194.33451125,-55.6771049,A66BFF3F,1.0,,,,10.0
194.43838041666663,-64.6769638,A66BFF3F,1.0,,,,10.0
204.68028625,-64.6379395,A66BFF3F,1.0,,,,10.0
220.51497458333333,-64.5390244,A66BFF3F,1.0,,,,10.0
220.23446541666664,-55.5400887,A66BFF3F,1.0,,,,10.0
214.65681625000002,-55.5799522,A66BFF3F,1.0,,,,10.0
214.45026458333334,-42.5806465,A66BFF3F,1.0,,,,10.0
225.79627958333336,-42.4941750,A66BFF3F,1.0,,,,10.0
225.63076958333332,-29.9948788,A66BFF3F,1.0,,,,10.0
190.41739958333332,-30.1863899,A66BFF3F,1.0,,,,10.0
190.42719875,-33.6863785,A66BFF3F,1.0,,,,10.0
185.38743458333335,-33.6938934,A66BFF3F,1.0,,,,10.0
185.39029625,-35.6938896,A66BFF3F,1.0,,,,10.0
300.57326250000006,59.8510780,A66BFF3F,1.0,,,,10.0
300.48520041666666,61.8506203,A66BFF3F,1.0,,,,10.0
306.8118675,61.9143791,A66BFF3F,1.0,,,,10.0
306.51738124999997,67.4129562,A66BFF3F,1.0,,,,10.0
310.3340145833333,67.4490280,A66BFF3F,1.0,,,,10.0
309.5730404166667,75.4455261,A66BFF3F,1.0,,,,10.0
301.8733979166667,75.3708725,A66BFF3F,1.0,,,,10.0
300.6738,80.3647766,A66BFF3F,1.0,,,,10.0
313.70587375,80.4867859,A66BFF3F,1.0,,,,10.0
308.72097,86.4656219,A66BFF3F,1.0,,,,10.0
308.33135541666667,86.6306305,A66BFF3F,1.0,,,,10.0
343.51066625,86.8368912,A66BFF3F,1.0,,,,10.0
339.2609879166667,88.6638870,A66BFF3F,1.0,,,,10.0
135.83247125,87.5689163,A66BFF3F,1.0,,,,10.0
130.40275041666666,86.0975418,A66BFF3F,1.0,,,,10.0
127.953615,84.6103745,A66BFF3F,1.0,,,,10.0
84.53611791666665,85.1239471,A66BFF3F,1.0,,,,10.0
80.48889458333332,80.1478500,A66BFF3F,1.0,,,,10.0
57.53049,80.3986664,A66BFF3F,1.0,,,,10.0
56.726209583333336,77.4025955,A66BFF3F,1.0,,,,10.0
55.30874875000001,77.4163132,A66BFF3F,1.0,,,,10.0
6.92291375,77.6923447,A66BFF3F,1.0,,,,10.0
6.763763750000001,66.6924438,A66BFF3F,1.0,,,,10.0
355.19785958333335,66.6928711,A66BFF3F,1.0,,,,10.0
355.21757125000005,63.6928787,A66BFF3F,1.0,,,,10.0
